ticket_id	created_at	prediction_timestamp	category	impact	urgency	priority	assigned_team	ticket_age_minutes	sla_consumed_pct	sla_time_remaining_minutes	created_hour	created_day_of_week	is_weekend	queue_depth	team_workload	prev_resolution_time_minutes	sla_breach
SLA-002422	7/2/2026 3:20	7/2/2026 4:48	FURNITURE_FIXTURES	LOW	MEDIUM	LOW	Facilities	88	3.06	2792	3	3	0	15	4	2558	0
SLA-002423	1/8/2026 16:22	1/8/2026 21:08	OTHER	MEDIUM	MEDIUM	MEDIUM	General Maintenance	286	19.86	1154	16	3	0	27	8	875	1
SLA-002424	2/24/2026 18:29	2/25/2026 0:28	FURNITURE_FIXTURES	LOW	LOW	LOW	Facilities	359	12.47	2521	18	1	0	21	11	2915	1
SLA-002425	6/30/2026 15:43	6/30/2026 21:55	OTHER	MEDIUM	MEDIUM	MEDIUM	General Maintenance	372	25.83	1068	15	1	0	18	12	1034	0
SLA-002426	7/30/2026 10:21	7/30/2026 14:52	CLEANING_WASTE	MEDIUM	MEDIUM	MEDIUM	Cleaning Services	271	18.82	1169	10	3	0	30	3	775	0
SLA-002427	2/3/2026 23:00	2/4/2026 0:09	CLEANING_WASTE	LOW	LOW	LOW	Cleaning Services	69	2.4	2811	23	1	0	13	4	1476	0
SLA-002428	7/3/2026 19:53	7/3/2026 23:16	ELEVATOR	MEDIUM	LOW	LOW	Facilities	203	7.05	2677	19	4	0	21	8	1708	0
SLA-002429	5/20/2026 14:16	5/21/2026 1:58	PLUMBING_WATER	MEDIUM	MEDIUM	MEDIUM	Facilities	702	48.75	738	14	2	0	21	10	1111	1
SLA-002430	4/12/2026 20:05	4/13/2026 3:09	AV_CLASSROOM_EQUIPMENT	MEDIUM	HIGH	HIGH	AV Support	424	88.33	56	20	6	1	23	10	136	1
SLA-002431	4/17/2026 12:32	4/17/2026 18:48	ELEVATOR	HIGH	MEDIUM	HIGH	Facilities	376	78.33	104	12	4	0	16	10	518	1
SLA-002432	4/19/2026 14:11	4/19/2026 17:15	OTHER	LOW	HIGH	MEDIUM	General Maintenance	184	12.78	1256	14	6	1	13	10	1672	1
SLA-002433	5/8/2026 22:44	5/9/2026 3:37	SAFETY_HAZARD	HIGH	LOW	MEDIUM	Safety Team	293	20.35	1147	22	4	0	19	9	456	0
SLA-002434	3/5/2026 0:42	3/5/2026 3:21	BUILDING_STRUCTURE	MEDIUM	LOW	LOW	Facilities	159	5.52	2721	0	3	0	5	10	851	0
SLA-002435	5/17/2026 21:20	5/18/2026 6:22	HVAC_AC	MEDIUM	MEDIUM	MEDIUM	Facilities	542	37.64	898	21	6	1	2	2	1066	0
SLA-002436	4/23/2026 21:22	4/24/2026 7:46	IT_NETWORK_ACCOUNTS	LOW	LOW	LOW	IT Support	624	21.67	2256	21	3	0	1	14	2304	1
SLA-002437	1/11/2026 21:07	1/11/2026 22:23	IT_HARDWARE_PRINTING	LOW	LOW	LOW	IT Support	76	2.64	2804	21	6	1	9	13	2938	1
SLA-002438	7/1/2026 6:09	7/1/2026 12:36	SAFETY_HAZARD	HIGH	HIGH	CRITICAL	Safety Team	387	80.62	93	6	2	0	16	4	178	1
SLA-002439	4/23/2026 22:33	4/24/2026 1:02	IT_NETWORK_ACCOUNTS	MEDIUM	MEDIUM	MEDIUM	IT Support	149	10.35	1291	22	3	0	24	15	838	1
SLA-002440	5/15/2026 22:28	5/16/2026 4:28	CLEANING_WASTE	MEDIUM	LOW	LOW	Cleaning Services	360	12.5	2520	22	4	0	2	10	2239	0
SLA-002441	2/20/2026 20:31	2/21/2026 1:49	SAFETY_HAZARD	HIGH	HIGH	CRITICAL	Safety Team	318	66.25	162	20	4	0	19	10	507	1
SLA-002442	5/31/2026 19:47	6/1/2026 3:21	PLUMBING_WATER	HIGH	MEDIUM	HIGH	Facilities	454	94.58	26	19	6	1	7	15	285	1
SLA-002443	7/28/2026 2:54	7/28/2026 7:28	SAFETY_HAZARD	MEDIUM	HIGH	HIGH	Safety Team	274	57.08	206	2	1	0	9	12	417	1
SLA-002444	1/11/2026 23:33	1/12/2026 6:07	CLEANING_WASTE	LOW	LOW	LOW	Cleaning Services	394	13.68	2486	23	6	1	0	10	2501	0
SLA-002445	8/14/2026 18:00	8/14/2026 21:02	OTHER	LOW	LOW	LOW	General Maintenance	182	6.32	2698	18	4	0	26	2	2758	1
SLA-002446	7/2/2026 7:35	7/2/2026 15:00	SAFETY_HAZARD	MEDIUM	HIGH	HIGH	Safety Team	445	92.71	35	7	3	0	8	13	467	1
SLA-002447	3/13/2026 1:22	3/13/2026 7:46	ELEVATOR	MEDIUM	MEDIUM	MEDIUM	Facilities	384	26.67	1056	1	4	0	16	1	1036	0
SLA-002448	1/1/2026 12:52	1/1/2026 15:49	ELECTRICAL	HIGH	HIGH	CRITICAL	Facilities	177	36.88	303	12	3	0	8	4	300	0
SLA-002449	3/25/2026 4:06	3/25/2026 10:45	OTHER	MEDIUM	HIGH	HIGH	General Maintenance	399	83.12	81	4	2	0	28	9	410	1
SLA-002450	5/30/2026 16:46	5/31/2026 2:34	GROUNDS_OUTDOOR	MEDIUM	MEDIUM	MEDIUM	Grounds Team	588	40.83	852	16	5	1	30	9	1397	1
SLA-002451	2/20/2026 15:03	2/20/2026 22:06	BUILDING_STRUCTURE	HIGH	HIGH	CRITICAL	Facilities	423	88.12	57	15	4	0	5	7	262	1
SLA-002452	2/10/2026 8:17	2/10/2026 8:58	PLUMBING_WATER	MEDIUM	HIGH	HIGH	Facilities	41	8.54	439	8	1	0	26	13	162	1
SLA-002453	1/19/2026 15:45	1/19/2026 18:11	SAFETY_HAZARD	HIGH	HIGH	CRITICAL	Safety Team	146	30.42	334	15	0	0	2	4	281	0
SLA-002454	1/1/2026 2:10	1/1/2026 4:44	FURNITURE_FIXTURES	LOW	LOW	LOW	Facilities	154	5.35	2726	2	3	0	20	5	1859	0
SLA-002455	5/3/2026 8:14	5/3/2026 11:16	AV_CLASSROOM_EQUIPMENT	LOW	HIGH	MEDIUM	AV Support	182	12.64	1258	8	6	1	12	2	1291	0
SLA-002456	2/13/2026 10:30	2/13/2026 12:57	OTHER	LOW	HIGH	MEDIUM	General Maintenance	147	10.21	1293	10	4	0	11	4	1189	0
SLA-002457	7/14/2026 0:41	7/14/2026 4:32	FURNITURE_FIXTURES	LOW	MEDIUM	LOW	Facilities	231	8.02	2649	0	1	0	24	0	1053	0
SLA-002458	5/8/2026 9:01	5/8/2026 11:46	CLEANING_WASTE	LOW	LOW	LOW	Cleaning Services	165	5.73	2715	9	4	0	10	8	735	0
SLA-002459	2/10/2026 20:10	2/11/2026 7:44	GROUNDS_OUTDOOR	MEDIUM	MEDIUM	MEDIUM	Grounds Team	694	48.19	746	20	1	0	23	6	855	0
SLA-002460	8/15/2026 1:18	8/15/2026 4:11	FURNITURE_FIXTURES	LOW	HIGH	MEDIUM	Facilities	173	12.01	1267	1	5	1	12	2	458	0
SLA-002461	4/4/2026 23:45	4/5/2026 6:38	OTHER	LOW	HIGH	MEDIUM	General Maintenance	413	28.68	1027	23	5	1	12	12	1661	1
SLA-002462	7/6/2026 17:54	7/7/2026 3:24	FURNITURE_FIXTURES	MEDIUM	MEDIUM	MEDIUM	Facilities	570	39.58	870	17	0	0	4	14	1319	1
SLA-002463	8/21/2026 10:18	8/21/2026 15:43	CLEANING_WASTE	LOW	HIGH	MEDIUM	Cleaning Services	325	22.57	1115	10	4	0	16	10	464	0
SLA-002464	4/18/2026 21:49	4/19/2026 6:46	AV_CLASSROOM_EQUIPMENT	LOW	HIGH	MEDIUM	AV Support	537	37.29	903	21	5	1	24	9	963	0
SLA-002465	5/31/2026 9:16	5/31/2026 18:39	IT_NETWORK_ACCOUNTS	LOW	LOW	LOW	IT Support	563	19.55	2317	9	6	1	6	6	1068	0
SLA-002466	8/27/2026 21:23	8/28/2026 1:41	IT_HARDWARE_PRINTING	LOW	LOW	LOW	IT Support	258	8.96	2622	21	3	0	25	1	1355	0
SLA-002467	6/26/2026 10:18	6/26/2026 15:35	IT_NETWORK_ACCOUNTS	LOW	MEDIUM	LOW	IT Support	317	11.01	2563	10	4	0	29	2	1285	0
SLA-002468	7/12/2026 11:14	7/12/2026 21:35	AV_CLASSROOM_EQUIPMENT	LOW	LOW	LOW	AV Support	621	21.56	2259	11	6	1	20	5	696	0
SLA-002469	6/8/2026 19:55	6/8/2026 21:48	IT_NETWORK_ACCOUNTS	MEDIUM	MEDIUM	MEDIUM	IT Support	113	7.85	1327	19	0	0	21	7	1064	0
SLA-002470	7/15/2026 21:24	7/16/2026 0:25	ELECTRICAL	HIGH	MEDIUM	HIGH	Facilities	181	37.71	299	21	2	0	21	4	407	1
SLA-002471	1/10/2026 8:18	1/10/2026 9:29	IT_NETWORK_ACCOUNTS	HIGH	MEDIUM	HIGH	IT Support	71	14.79	409	8	5	1	7	5	476	0
SLA-002472	5/28/2026 5:46	5/28/2026 11:30	FURNITURE_FIXTURES	MEDIUM	MEDIUM	MEDIUM	Facilities	344	23.89	1096	5	3	0	20	5	446	0
SLA-002473	7/2/2026 5:39	7/2/2026 7:49	BUILDING_STRUCTURE	LOW	MEDIUM	LOW	Facilities	130	4.51	2750	5	3	0	27	1	1887	1
SLA-002474	2/14/2026 17:24	2/14/2026 20:51	ELEVATOR	HIGH	HIGH	CRITICAL	Facilities	207	43.12	273	17	5	1	15	0	180	0
SLA-002475	1/20/2026 22:30	1/21/2026 6:43	ELEVATOR	HIGH	LOW	MEDIUM	Facilities	493	34.24	947	22	1	0	16	6	852	0
SLA-002476	1/5/2026 19:55	1/5/2026 22:23	IT_NETWORK_ACCOUNTS	MEDIUM	MEDIUM	MEDIUM	IT Support	148	10.28	1292	19	0	0	3	1	1486	0
SLA-002477	7/6/2026 2:54	7/6/2026 5:28	ELEVATOR	HIGH	MEDIUM	HIGH	Facilities	154	32.08	326	2	0	0	6	4	520	1
SLA-002478	4/10/2026 4:01	4/10/2026 11:35	ELECTRICAL	HIGH	HIGH	CRITICAL	Facilities	454	94.58	26	4	4	0	2	3	358	1
SLA-002479	3/25/2026 22:12	3/25/2026 23:51	BUILDING_STRUCTURE	MEDIUM	LOW	LOW	Facilities	99	3.44	2781	22	2	0	14	11	2347	0
SLA-002480	8/24/2026 19:15	8/25/2026 5:52	FURNITURE_FIXTURES	LOW	HIGH	MEDIUM	Facilities	637	44.24	803	19	0	0	25	11	1572	1
SLA-002481	1/22/2026 22:30	1/23/2026 8:04	ELEVATOR	MEDIUM	MEDIUM	MEDIUM	Facilities	574	39.86	866	22	3	0	17	10	988	0
SLA-002482	5/16/2026 19:44	5/16/2026 21:53	ELECTRICAL	HIGH	MEDIUM	HIGH	Facilities	129	26.88	351	19	5	1	3	13	232	0
SLA-002483	4/8/2026 7:45	4/8/2026 14:16	GROUNDS_OUTDOOR	MEDIUM	LOW	LOW	Grounds Team	391	13.58	2489	7	2	0	22	14	1719	1
SLA-002484	4/1/2026 15:45	4/2/2026 0:06	AV_CLASSROOM_EQUIPMENT	MEDIUM	MEDIUM	MEDIUM	AV Support	501	34.79	939	15	2	0	15	0	974	0
SLA-002485	1/9/2026 13:24	1/9/2026 15:51	HVAC_AC	LOW	LOW	LOW	Facilities	147	5.1	2733	13	4	0	15	14	2562	1
SLA-002486	7/7/2026 7:16	7/7/2026 17:06	SAFETY_HAZARD	MEDIUM	MEDIUM	MEDIUM	Safety Team	590	40.97	850	7	1	0	20	15	603	1
SLA-002487	8/16/2026 21:58	8/17/2026 1:42	CLEANING_WASTE	LOW	MEDIUM	LOW	Cleaning Services	224	7.78	2656	21	6	1	2	5	1431	0
SLA-002488	2/27/2026 0:10	2/27/2026 3:08	PLUMBING_WATER	MEDIUM	HIGH	HIGH	Facilities	178	37.08	302	0	4	0	7	12	347	0
SLA-002489	3/13/2026 20:52	3/13/2026 21:12	ELECTRICAL	LOW	LOW	LOW	Facilities	20	0.69	2860	20	4	0	4	2	1975	0
SLA-002490	8/4/2026 17:40	8/5/2026 1:18	HVAC_AC	HIGH	HIGH	CRITICAL	Facilities	458	95.42	22	17	1	0	20	7	576	1
SLA-002491	5/11/2026 0:16	5/11/2026 2:06	ELEVATOR	MEDIUM	LOW	LOW	Facilities	110	3.82	2770	0	0	0	17	10	748	0
SLA-002492	2/6/2026 21:00	2/6/2026 21:40	ELEVATOR	MEDIUM	HIGH	HIGH	Facilities	40	8.33	440	21	4	0	23	3	381	1
SLA-002493	1/18/2026 22:28	1/19/2026 2:28	IT_NETWORK_ACCOUNTS	LOW	MEDIUM	LOW	IT Support	240	8.33	2640	22	6	1	16	3	991	0
SLA-002494	3/11/2026 14:33	3/11/2026 16:44	IT_NETWORK_ACCOUNTS	HIGH	HIGH	CRITICAL	IT Support	131	27.29	349	14	2	0	15	8	384	0
SLA-002495	7/2/2026 21:20	7/2/2026 22:36	AV_CLASSROOM_EQUIPMENT	MEDIUM	MEDIUM	MEDIUM	AV Support	76	5.28	1364	21	3	0	29	15	1524	1
SLA-002496	1/1/2026 19:13	1/2/2026 6:22	PLUMBING_WATER	LOW	LOW	LOW	Facilities	669	23.23	2211	19	3	0	18	3	772	0
SLA-002497	8/21/2026 1:39	8/21/2026 8:17	IT_HARDWARE_PRINTING	MEDIUM	HIGH	HIGH	IT Support	398	82.92	82	1	4	0	23	1	234	1
SLA-002498	8/9/2026 2:36	8/9/2026 7:09	IT_NETWORK_ACCOUNTS	HIGH	LOW	MEDIUM	IT Support	273	18.96	1167	2	6	1	18	5	729	0
SLA-002499	1/20/2026 18:56	1/21/2026 0:27	GROUNDS_OUTDOOR	LOW	MEDIUM	LOW	Grounds Team	331	11.49	2549	18	1	0	27	15	2745	1
SLA-002500	4/12/2026 5:01	4/12/2026 9:00	HVAC_AC	LOW	HIGH	MEDIUM	Facilities	239	16.6	1201	5	6	1	0	3	501	0
SLA-002501	2/19/2026 23:58	2/20/2026 11:55	FURNITURE_FIXTURES	MEDIUM	MEDIUM	MEDIUM	Facilities	717	49.79	723	23	3	0	2	1	1259	0
SLA-002502	3/3/2026 1:32	3/3/2026 8:08	HVAC_AC	HIGH	MEDIUM	HIGH	Facilities	396	82.5	84	1	1	0	7	13	285	1
SLA-002503	5/20/2026 18:28	5/21/2026 0:00	HVAC_AC	MEDIUM	LOW	LOW	Facilities	332	11.53	2548	18	2	0	5	9	2900	0
SLA-002504	7/4/2026 15:59	7/5/2026 2:44	OTHER	MEDIUM	LOW	LOW	General Maintenance	645	22.4	2235	15	5	1	9	12	1896	0
SLA-002505	7/20/2026 18:53	7/21/2026 4:49	PLUMBING_WATER	MEDIUM	LOW	LOW	Facilities	596	20.69	2284	18	0	0	7	0	919	0
SLA-002506	5/18/2026 15:46	5/18/2026 18:13	AV_CLASSROOM_EQUIPMENT	LOW	MEDIUM	LOW	AV Support	147	5.1	2733	15	0	0	29	2	846	0
SLA-002507	2/16/2026 4:00	2/16/2026 7:46	IT_NETWORK_ACCOUNTS	MEDIUM	MEDIUM	MEDIUM	IT Support	226	15.69	1214	4	0	0	4	3	1284	0
SLA-002508	2/3/2026 5:26	2/3/2026 11:03	PLUMBING_WATER	MEDIUM	LOW	LOW	Facilities	337	11.7	2543	5	1	0	24	15	808	1
SLA-002509	2/23/2026 4:44	2/23/2026 12:32	BUILDING_STRUCTURE	LOW	MEDIUM	LOW	Facilities	468	16.25	2412	4	0	0	26	12	2429	1
SLA-002510	1/3/2026 22:07	1/4/2026 3:09	ELEVATOR	HIGH	LOW	MEDIUM	Facilities	302	20.97	1138	22	5	1	30	4	1378	1
SLA-002511	4/7/2026 20:23	4/7/2026 21:19	PLUMBING_WATER	HIGH	HIGH	CRITICAL	Facilities	56	11.67	424	20	1	0	1	9	160	0
SLA-002512	4/1/2026 17:19	4/1/2026 23:43	ELEVATOR	MEDIUM	HIGH	HIGH	Facilities	384	80	96	17	2	0	7	6	158	1
SLA-002513	8/19/2026 2:14	8/19/2026 6:27	HVAC_AC	MEDIUM	HIGH	HIGH	Facilities	253	52.71	227	2	2	0	8	2	553	1
SLA-002514	2/16/2026 20:16	2/17/2026 2:53	GROUNDS_OUTDOOR	MEDIUM	HIGH	HIGH	Grounds Team	397	82.71	83	20	0	0	19	14	335	1
SLA-002515	6/3/2026 4:43	6/3/2026 15:00	IT_HARDWARE_PRINTING	MEDIUM	MEDIUM	MEDIUM	IT Support	617	42.85	823	4	2	0	7	8	1466	0
SLA-002516	8/16/2026 18:59	8/17/2026 3:49	BUILDING_STRUCTURE	LOW	LOW	LOW	Facilities	530	18.4	2350	18	6	1	5	1	2511	0
SLA-002517	7/1/2026 12:42	7/1/2026 18:43	HVAC_AC	LOW	LOW	LOW	Facilities	361	12.53	2519	12	2	0	15	0	1664	0
SLA-002518	6/18/2026 4:25	6/18/2026 6:02	CLEANING_WASTE	LOW	LOW	LOW	Cleaning Services	97	3.37	2783	4	3	0	28	10	1437	1
SLA-002519	4/12/2026 3:51	4/12/2026 12:43	BUILDING_STRUCTURE	MEDIUM	MEDIUM	MEDIUM	Facilities	532	36.94	908	3	6	1	3	13	1226	1
SLA-002520	6/17/2026 8:33	6/17/2026 11:23	IT_HARDWARE_PRINTING	LOW	MEDIUM	LOW	IT Support	170	5.9	2710	8	2	0	11	13	2437	1
SLA-002521	6/24/2026 10:11	6/24/2026 17:14	SAFETY_HAZARD	HIGH	MEDIUM	HIGH	Safety Team	423	88.12	57	10	2	0	17	9	452	1
SLA-002522	5/17/2026 23:43	5/18/2026 0:09	SAFETY_HAZARD	MEDIUM	HIGH	HIGH	Safety Team	26	5.42	454	23	6	1	26	3	265	1
SLA-002523	2/13/2026 17:09	2/14/2026 4:42	PLUMBING_WATER	LOW	HIGH	MEDIUM	Facilities	693	48.12	747	17	4	0	8	4	1433	0
SLA-002524	7/11/2026 18:38	7/12/2026 3:27	PLUMBING_WATER	HIGH	LOW	MEDIUM	Facilities	529	36.74	911	18	5	1	13	4	603	0
SLA-002525	2/24/2026 13:31	2/24/2026 15:48	HVAC_AC	LOW	LOW	LOW	Facilities	137	4.76	2743	13	1	0	7	4	2857	0
SLA-002526	3/1/2026 17:53	3/1/2026 23:43	BUILDING_STRUCTURE	MEDIUM	MEDIUM	MEDIUM	Facilities	350	24.31	1090	17	6	1	18	12	393	1
SLA-002527	4/13/2026 11:50	4/13/2026 20:31	OTHER	LOW	LOW	LOW	General Maintenance	521	18.09	2359	11	0	0	11	11	3114	1
SLA-002528	1/16/2026 21:44	1/17/2026 4:32	ELECTRICAL	HIGH	HIGH	CRITICAL	Facilities	408	85	72	21	4	0	28	3	401	1
SLA-002529	8/4/2026 11:46	8/4/2026 12:12	IT_NETWORK_ACCOUNTS	MEDIUM	HIGH	HIGH	IT Support	26	5.42	454	11	1	0	22	3	346	0
SLA-002530	1/20/2026 16:30	1/20/2026 19:55	OTHER	MEDIUM	HIGH	HIGH	General Maintenance	205	42.71	275	16	1	0	7	12	160	0
SLA-002531	6/7/2026 12:51	6/7/2026 15:02	SAFETY_HAZARD	HIGH	MEDIUM	HIGH	Safety Team	131	27.29	349	12	6	1	14	9	455	0
SLA-002532	4/2/2026 3:47	4/2/2026 11:05	CLEANING_WASTE	LOW	LOW	LOW	Cleaning Services	438	15.21	2442	3	3	0	11	4	850	0
SLA-002533	5/19/2026 16:18	5/19/2026 23:15	BUILDING_STRUCTURE	LOW	HIGH	MEDIUM	Facilities	417	28.96	1023	16	1	0	10	8	1152	0
SLA-002534	6/20/2026 19:01	6/21/2026 6:58	ELEVATOR	MEDIUM	LOW	LOW	Facilities	717	24.9	2163	19	5	1	19	6	592	0
SLA-002535	3/1/2026 15:33	3/1/2026 18:04	IT_NETWORK_ACCOUNTS	HIGH	LOW	MEDIUM	IT Support	151	10.49	1289	15	6	1	22	13	496	1
SLA-002536	1/2/2026 9:07	1/2/2026 12:44	BUILDING_STRUCTURE	HIGH	MEDIUM	HIGH	Facilities	217	45.21	263	9	4	0	8	0	465	0
SLA-002537	1/6/2026 1:09	1/6/2026 8:11	ELEVATOR	MEDIUM	MEDIUM	MEDIUM	Facilities	422	29.31	1018	1	1	0	13	7	938	0
SLA-002538	2/1/2026 18:46	2/2/2026 2:15	ELEVATOR	HIGH	MEDIUM	HIGH	Facilities	449	93.54	31	18	6	1	3	8	471	1
SLA-002539	3/12/2026 15:56	3/12/2026 20:38	IT_HARDWARE_PRINTING	MEDIUM	HIGH	HIGH	IT Support	282	58.75	198	15	3	0	6	7	403	1
SLA-002540	3/12/2026 22:39	3/13/2026 4:21	IT_NETWORK_ACCOUNTS	LOW	HIGH	MEDIUM	IT Support	342	23.75	1098	22	3	0	13	7	665	0
SLA-002541	3/22/2026 7:03	3/22/2026 8:34	IT_NETWORK_ACCOUNTS	HIGH	HIGH	CRITICAL	IT Support	91	18.96	389	7	6	1	16	15	270	1
SLA-002542	5/7/2026 14:12	5/8/2026 1:42	BUILDING_STRUCTURE	MEDIUM	MEDIUM	MEDIUM	Facilities	690	47.92	750	14	3	0	5	12	832	0
SLA-002543	8/4/2026 14:16	8/4/2026 22:54	ELEVATOR	MEDIUM	LOW	LOW	Facilities	518	17.99	2362	14	1	0	23	10	1139	1
SLA-002544	8/8/2026 18:42	8/9/2026 2:04	AV_CLASSROOM_EQUIPMENT	HIGH	HIGH	CRITICAL	AV Support	442	92.08	38	18	5	1	30	3	308	1
SLA-002545	3/4/2026 6:27	3/4/2026 13:09	GROUNDS_OUTDOOR	LOW	LOW	LOW	Grounds Team	402	13.96	2478	6	2	0	6	9	3414	1
SLA-002546	1/16/2026 10:21	1/16/2026 16:09	SAFETY_HAZARD	MEDIUM	MEDIUM	MEDIUM	Safety Team	348	24.17	1092	10	4	0	22	6	1239	1
SLA-002547	4/11/2026 7:43	4/11/2026 13:07	SAFETY_HAZARD	MEDIUM	HIGH	HIGH	Safety Team	324	67.5	156	7	5	1	20	10	456	1
SLA-002548	8/23/2026 14:35	8/23/2026 16:15	GROUNDS_OUTDOOR	MEDIUM	HIGH	HIGH	Grounds Team	100	20.83	380	14	6	1	12	0	275	0
SLA-002549	5/17/2026 21:46	5/18/2026 5:03	BUILDING_STRUCTURE	HIGH	MEDIUM	HIGH	Facilities	437	91.04	43	21	6	1	22	12	313	1
SLA-002550	1/26/2026 22:01	1/27/2026 9:21	OTHER	LOW	LOW	LOW	General Maintenance	680	23.61	2200	22	0	0	16	6	2510	0
SLA-002551	3/9/2026 11:41	3/9/2026 18:20	ELEVATOR	HIGH	MEDIUM	HIGH	Facilities	399	83.12	81	11	0	0	25	10	519	1
SLA-002552	6/2/2026 17:03	6/3/2026 1:45	BUILDING_STRUCTURE	HIGH	LOW	MEDIUM	Facilities	522	36.25	918	17	1	0	9	1	405	0
SLA-002553	1/11/2026 20:41	1/12/2026 4:40	FURNITURE_FIXTURES	MEDIUM	MEDIUM	MEDIUM	Facilities	479	33.26	961	20	6	1	7	2	1483	0
SLA-002554	7/24/2026 2:36	7/24/2026 5:14	IT_NETWORK_ACCOUNTS	LOW	LOW	LOW	IT Support	158	5.49	2722	2	4	0	27	10	2060	1
SLA-002555	4/19/2026 7:39	4/19/2026 8:44	IT_HARDWARE_PRINTING	MEDIUM	MEDIUM	MEDIUM	IT Support	65	4.51	1375	7	6	1	26	4	1424	1
SLA-002556	5/18/2026 14:26	5/18/2026 17:20	BUILDING_STRUCTURE	MEDIUM	HIGH	HIGH	Facilities	174	36.25	306	14	0	0	15	1	368	0
SLA-002557	1/9/2026 12:18	1/9/2026 20:46	IT_NETWORK_ACCOUNTS	HIGH	LOW	MEDIUM	IT Support	508	35.28	932	12	4	0	22	6	323	0
SLA-002558	4/4/2026 10:09	4/4/2026 13:39	GROUNDS_OUTDOOR	LOW	LOW	LOW	Grounds Team	210	7.29	2670	10	5	1	28	4	619	0
SLA-002559	4/8/2026 3:20	4/8/2026 15:01	IT_NETWORK_ACCOUNTS	LOW	LOW	LOW	IT Support	701	24.34	2179	3	2	0	6	12	1952	0
SLA-002560	4/6/2026 23:27	4/7/2026 11:21	GROUNDS_OUTDOOR	HIGH	LOW	MEDIUM	Grounds Team	714	49.58	726	23	0	0	5	5	721	0
SLA-002561	4/2/2026 4:19	4/2/2026 7:51	FURNITURE_FIXTURES	HIGH	LOW	MEDIUM	Facilities	212	14.72	1228	4	3	0	24	9	1196	1
SLA-002562	5/1/2026 4:15	5/1/2026 5:36	SAFETY_HAZARD	HIGH	MEDIUM	HIGH	Safety Team	81	16.88	399	4	4	0	18	11	389	1
SLA-002563	7/10/2026 16:25	7/10/2026 22:47	GROUNDS_OUTDOOR	LOW	LOW	LOW	Grounds Team	382	13.26	2498	16	4	0	26	8	2801	1
SLA-002564	8/18/2026 14:47	8/18/2026 15:16	CLEANING_WASTE	MEDIUM	MEDIUM	MEDIUM	Cleaning Services	29	2.01	1411	14	1	0	29	8	460	1
SLA-002565	3/13/2026 18:45	3/14/2026 0:09	PLUMBING_WATER	MEDIUM	LOW	LOW	Facilities	324	11.25	2556	18	4	0	10	9	593	0
SLA-002566	4/19/2026 1:04	4/19/2026 5:31	GROUNDS_OUTDOOR	LOW	HIGH	MEDIUM	Grounds Team	267	18.54	1173	1	6	1	20	13	1129	1
SLA-002567	2/5/2026 10:15	2/5/2026 20:23	BUILDING_STRUCTURE	LOW	HIGH	MEDIUM	Facilities	608	42.22	832	10	3	0	18	12	529	0
SLA-002568	6/8/2026 23:34	6/9/2026 9:59	GROUNDS_OUTDOOR	LOW	LOW	LOW	Grounds Team	625	21.7	2255	23	0	0	11	15	3415	1
SLA-002569	8/28/2026 22:02	8/29/2026 9:26	IT_HARDWARE_PRINTING	MEDIUM	LOW	LOW	IT Support	684	23.75	2196	22	4	0	16	15	2751	1
SLA-002570	6/1/2026 15:22	6/2/2026 1:14	BUILDING_STRUCTURE	MEDIUM	LOW	LOW	Facilities	592	20.56	2288	15	0	0	10	6	2095	0
SLA-002571	2/16/2026 10:57	2/16/2026 13:38	IT_HARDWARE_PRINTING	MEDIUM	LOW	LOW	IT Support	161	5.59	2719	10	0	0	2	7	1067	0
SLA-002572	1/8/2026 17:40	1/8/2026 18:18	ELECTRICAL	HIGH	MEDIUM	HIGH	Facilities	38	7.92	442	17	3	0	24	3	403	1
SLA-002573	6/22/2026 11:47	6/22/2026 16:20	PLUMBING_WATER	LOW	LOW	LOW	Facilities	273	9.48	2607	11	0	0	19	11	701	0
SLA-002574	6/13/2026 9:50	6/13/2026 11:48	PLUMBING_WATER	MEDIUM	HIGH	HIGH	Facilities	118	24.58	362	9	5	1	12	8	153	0
SLA-002575	3/5/2026 22:53	3/6/2026 5:29	AV_CLASSROOM_EQUIPMENT	HIGH	MEDIUM	HIGH	AV Support	396	82.5	84	22	3	0	0	8	356	1
SLA-002576	3/21/2026 4:23	3/21/2026 14:14	FURNITURE_FIXTURES	MEDIUM	LOW	LOW	Facilities	591	20.52	2289	4	5	1	16	9	1367	0
SLA-002577	7/22/2026 0:36	7/22/2026 6:42	AV_CLASSROOM_EQUIPMENT	LOW	MEDIUM	LOW	AV Support	366	12.71	2514	0	2	0	28	2	3455	1
SLA-002578	6/24/2026 8:07	6/24/2026 11:11	SAFETY_HAZARD	HIGH	LOW	MEDIUM	Safety Team	184	12.78	1256	8	2	0	30	0	817	1
SLA-002579	1/20/2026 11:03	1/20/2026 16:05	OTHER	LOW	LOW	LOW	General Maintenance	302	10.49	2578	11	1	0	29	2	1088	1
SLA-002580	7/22/2026 8:44	7/22/2026 14:29	HVAC_AC	HIGH	MEDIUM	HIGH	Facilities	345	71.88	135	8	2	0	27	7	187	1
SLA-002581	8/17/2026 20:32	8/18/2026 3:56	GROUNDS_OUTDOOR	LOW	LOW	LOW	Grounds Team	444	15.42	2436	20	0	0	27	13	1458	1
